-1.99479 -1.99471 -1.99455 -1.99432 -1.99401 -1.99364 -1.99321 -1.99273 -1.99221 -1.99165 -1.99107 -1.99048 -1.98988 -1.98928 -1.9887 -1.98813 -1.9876 -1.9871 -1.98664 -1.98623 -1.98588 -1.98558 -1.98535 -1.98518 -1.98507 -1.98504 -1.98507 -1.98518 -1.98535 -1.98558 -1.98588 -1.98623 -1.98664 -1.9871 -1.9876 -1.98813 -1.9887 -1.98928 -1.98988 -1.99048 -1.99107 -1.99165 -1.99221 -1.99273 -1.99321 -1.99364 -1.99401 -1.99432 -1.99455 -1.99471 -1.99479 
-1.98793 -1.98777 -1.98744 -1.98696 -1.98633 -1.98556 -1.98467 -1.98368 -1.9826 -1.98145 -1.98026 -1.97903 -1.97779 -1.97655 -1.97535 -1.97418 -1.97307 -1.97204 -1.97109 -1.97025 -1.96951 -1.9689 -1.96841 -1.96806 -1.96785 -1.96777 -1.96785 -1.96806 -1.96841 -1.9689 -1.96951 -1.97025 -1.97109 -1.97204 -1.97307 -1.97418 -1.97535 -1.97655 -1.97779 -1.97903 -1.98026 -1.98145 -1.9826 -1.98368 -1.98467 -1.98556 -1.98633 -1.98696 -1.98744 -1.98777 -1.98793 
-1.98095 -1.9807 -1.9802 -1.97947 -1.97851 -1.97734 -1.976 -1.97449 -1.97285 -1.9711 -1.96928 -1.96741 -1.96552 -1.96365 -1.96181 -1.96003 -1.95834 -1.95677 -1.95533 -1.95404 -1.95292 -1.95198 -1.95124 -1.9507 -1.95038 -1.95027 -1.95038 -1.9507 -1.95124 -1.95198 -1.95292 -1.95404 -1.95533 -1.95677 -1.95834 -1.96003 -1.96181 -1.96365 -1.96552 -1.96741 -1.96928 -1.9711 -1.97285 -1.97449 -1.976 -1.97734 -1.97851 -1.97947 -1.9802 -1.9807 -1.98095 
-1.97393 -1.97359 -1.97293 -1.97194 -1.97065 -1.96909 -1.96727 -1.96524 -1.96304 -1.96069 -1.95823 -1.95572 -1.95318 -1.95065 -1.94817 -1.94578 -1.94351 -1.94139 -1.93944 -1.9377 -1.93619 -1.93493 -1.93393 -1.93321 -1.93277 -1.93262 -1.93277 -1.93321 -1.93393 -1.93493 -1.93619 -1.9377 -1.93944 -1.94139 -1.94351 -1.94578 -1.94817 -1.95065 -1.95318 -1.95572 -1.95823 -1.96069 -1.96304 -1.96524 -1.96727 -1.96909 -1.97065 -1.97194 -1.97293 -1.97359 -1.97393 
-1.96688 -1.96646 -1.96562 -1.96438 -1.96275 -1.96078 -1.9585 -1.95595 -1.95317 -1.95021 -1.94712 -1.94395 -1.94075 -1.93757 -1.93444 -1.93143 -1.92856 -1.92589 -1.92343 -1.92124 -1.91933 -1.91774 -1.91648 -1.91556 -1.91501 -1.91483 -1.91501 -1.91556 -1.91648 -1.91774 -1.91933 -1.92124 -1.92343 -1.92589 -1.92856 -1.93143 -1.93444 -1.93757 -1.94075 -1.94395 -1.94712 -1.95021 -1.95317 -1.95595 -1.9585 -1.96078 -1.96275 -1.96438 -1.96562 -1.96646 -1.96688 
-1.95979 -1.95928 -1.95827 -1.95677 -1.95481 -1.95243 -1.94968 -1.9466 -1.94324 -1.93967 -1.93594 -1.93211 -1.92824 -1.92439 -1.92061 -1.91697 -1.9135 -1.91026 -1.9073 -1.90464 -1.90233 -1.9004 -1.89888 -1.89777 -1.8971 -1.89688 -1.8971 -1.89777 -1.89888 -1.9004 -1.90233 -1.90464 -1.9073 -1.91026 -1.9135 -1.91697 -1.92061 -1.92439 -1.92824 -1.93211 -1.93594 -1.93967 -1.94324 -1.9466 -1.94968 -1.95243 -1.95481 -1.95677 -1.95827 -1.95928 -1.95979 
-1.95267 -1.95207 -1.95088 -1.94913 -1.94683 -1.94404 -1.94081 -1.93719 -1.93325 -1.92906 -1.92468 -1.92018 -1.91564 -1.91112 -1.90668 -1.9024 -1.89832 -1.89452 -1.89103 -1.88791 -1.8852 -1.88293 -1.88113 -1.87983 -1.87904 -1.87878 -1.87904 -1.87983 -1.88113 -1.88293 -1.8852 -1.88791 -1.89103 -1.89452 -1.89832 -1.9024 -1.90668 -1.91112 -1.91564 -1.92018 -1.92468 -1.92906 -1.93325 -1.93719 -1.94081 -1.94404 -1.94683 -1.94913 -1.95088 -1.95207 -1.95267 
-1.9455 -1.94482 -1.94346 -1.94144 -1.9388 -1.9356 -1.93188 -1.92773 -1.9232 -1.91838 -1.91335 -1.90818 -1.90295 -1.89775 -1.89265 -1.88772 -1.88303 -1.87865 -1.87463 -1.87104 -1.86791 -1.8653 -1.86323 -1.86173 -1.86082 -1.86052 -1.86082 -1.86173 -1.86323 -1.8653 -1.86791 -1.87104 -1.87463 -1.87865 -1.88303 -1.88772 -1.89265 -1.89775 -1.90295 -1.90818 -1.91335 -1.91838 -1.9232 -1.92773 -1.93188 -1.9356 -1.9388 -1.94144 -1.94346 -1.94482 -1.9455 
-1.9383 -1.93753 -1.93599 -1.93371 -1.93073 -1.9271 -1.9229 -1.9182 -1.91308 -1.90763 -1.90194 -1.89609 -1.89017 -1.88428 -1.8785 -1.87292 -1.86761 -1.86264 -1.85809 -1.85402 -1.85048 -1.84751 -1.84517 -1.84347 -1.84244 -1.84209 -1.84244 -1.84347 -1.84517 -1.84751 -1.85048 -1.85402 -1.85809 -1.86264 -1.86761 -1.87292 -1.8785 -1.88428 -1.89017 -1.89609 -1.90194 -1.90763 -1.91308 -1.9182 -1.9229 -1.9271 -1.93073 -1.93371 -1.93599 -1.93753 -1.9383 
-1.93106 -1.9302 -1.92848 -1.92593 -1.9226 -1.91856 -1.91387 -1.90862 -1.9029 -1.89681 -1.89045 -1.88391 -1.8773 -1.87071 -1.86425 -1.858 -1.85206 -1.84651 -1.84141 -1.83685 -1.83289 -1.82957 -1.82694 -1.82504 -1.82389 -1.8235 -1.82389 -1.82504 -1.82694 -1.82957 -1.83289 -1.83685 -1.84141 -1.84651 -1.85206 -1.858 -1.86425 -1.87071 -1.8773 -1.88391 -1.89045 -1.89681 -1.9029 -1.90862 -1.91387 -1.91856 -1.9226 -1.92593 -1.92848 -1.9302 -1.93106 
