-1 -1.99479 
-0.96 -1.99471 
-0.92 -1.99455 
-0.88 -1.99432 
-0.84 -1.99401 
-0.8 -1.99364 
-0.76 -1.99321 
-0.72 -1.99273 
-0.68 -1.99221 
-0.64 -1.99165 
-0.6 -1.99107 
-0.56 -1.99048 
-0.52 -1.98988 
-0.48 -1.98928 
-0.44 -1.9887 
-0.4 -1.98813 
-0.36 -1.9876 
-0.32 -1.9871 
-0.28 -1.98664 
-0.24 -1.98623 
-0.2 -1.98588 
-0.16 -1.98558 
-0.12 -1.98535 
-0.08 -1.98518 
-0.04 -1.98507 
0 -1.98504 
0.04 -1.98507 
0.08 -1.98518 
0.12 -1.98535 
0.16 -1.98558 
0.2 -1.98588 
0.24 -1.98623 
0.28 -1.98664 
0.32 -1.9871 
0.36 -1.9876 
0.4 -1.98813 
0.44 -1.9887 
0.48 -1.98928 
0.52 -1.98988 
0.56 -1.99048 
0.6 -1.99107 
0.64 -1.99165 
0.68 -1.99221 
0.72 -1.99273 
0.76 -1.99321 
0.8 -1.99364 
0.84 -1.99401 
0.88 -1.99432 
0.92 -1.99455 
0.96 -1.99471 
1 -1.99479 


-1 -1.98793 
-0.96 -1.98777 
-0.92 -1.98744 
-0.88 -1.98696 
-0.84 -1.98633 
-0.8 -1.98556 
-0.76 -1.98467 
-0.72 -1.98368 
-0.68 -1.9826 
-0.64 -1.98145 
-0.6 -1.98026 
-0.56 -1.97903 
-0.52 -1.97779 
-0.48 -1.97655 
-0.44 -1.97535 
-0.4 -1.97418 
-0.36 -1.97307 
-0.32 -1.97204 
-0.28 -1.97109 
-0.24 -1.97025 
-0.2 -1.96951 
-0.16 -1.9689 
-0.12 -1.96841 
-0.08 -1.96806 
-0.04 -1.96785 
0 -1.96777 
0.04 -1.96785 
0.08 -1.96806 
0.12 -1.96841 
0.16 -1.9689 
0.2 -1.96951 
0.24 -1.97025 
0.28 -1.97109 
0.32 -1.97204 
0.36 -1.97307 
0.4 -1.97418 
0.44 -1.97535 
0.48 -1.97655 
0.52 -1.97779 
0.56 -1.97903 
0.6 -1.98026 
0.64 -1.98145 
0.68 -1.9826 
0.72 -1.98368 
0.76 -1.98467 
0.8 -1.98556 
0.84 -1.98633 
0.88 -1.98696 
0.92 -1.98744 
0.96 -1.98777 
1 -1.98793 


-1 -1.98095 
-0.96 -1.9807 
-0.92 -1.9802 
-0.88 -1.97947 
-0.84 -1.97851 
-0.8 -1.97734 
-0.76 -1.976 
-0.72 -1.97449 
-0.68 -1.97285 
-0.64 -1.9711 
-0.6 -1.96928 
-0.56 -1.96741 
-0.52 -1.96552 
-0.48 -1.96365 
-0.44 -1.96181 
-0.4 -1.96003 
-0.36 -1.95834 
-0.32 -1.95677 
-0.28 -1.95533 
-0.24 -1.95404 
-0.2 -1.95292 
-0.16 -1.95198 
-0.12 -1.95124 
-0.08 -1.9507 
-0.04 -1.95038 
0 -1.95027 
0.04 -1.95038 
0.08 -1.9507 
0.12 -1.95124 
0.16 -1.95198 
0.2 -1.95292 
0.24 -1.95404 
0.28 -1.95533 
0.32 -1.95677 
0.36 -1.95834 
0.4 -1.96003 
0.44 -1.96181 
0.48 -1.96365 
0.52 -1.96552 
0.56 -1.96741 
0.6 -1.96928 
0.64 -1.9711 
0.68 -1.97285 
0.72 -1.97449 
0.76 -1.976 
0.8 -1.97734 
0.84 -1.97851 
0.88 -1.97947 
0.92 -1.9802 
0.96 -1.9807 
1 -1.98095 


-1 -1.97393 
-0.96 -1.97359 
-0.92 -1.97293 
-0.88 -1.97194 
-0.84 -1.97065 
-0.8 -1.96909 
-0.76 -1.96727 
-0.72 -1.96524 
-0.68 -1.96304 
-0.64 -1.96069 
-0.6 -1.95823 
-0.56 -1.95572 
-0.52 -1.95318 
-0.48 -1.95065 
-0.44 -1.94817 
-0.4 -1.94578 
-0.36 -1.94351 
-0.32 -1.94139 
-0.28 -1.93944 
-0.24 -1.9377 
-0.2 -1.93619 
-0.16 -1.93493 
-0.12 -1.93393 
-0.08 -1.93321 
-0.04 -1.93277 
0 -1.93262 
0.04 -1.93277 
0.08 -1.93321 
0.12 -1.93393 
0.16 -1.93493 
0.2 -1.93619 
0.24 -1.9377 
0.28 -1.93944 
0.32 -1.94139 
0.36 -1.94351 
0.4 -1.94578 
0.44 -1.94817 
0.48 -1.95065 
0.52 -1.95318 
0.56 -1.95572 
0.6 -1.95823 
0.64 -1.96069 
0.68 -1.96304 
0.72 -1.96524 
0.76 -1.96727 
0.8 -1.96909 
0.84 -1.97065 
0.88 -1.97194 
0.92 -1.97293 
0.96 -1.97359 
1 -1.97393 


-1 -1.96688 
-0.96 -1.96646 
-0.92 -1.96562 
-0.88 -1.96438 
-0.84 -1.96275 
-0.8 -1.96078 
-0.76 -1.9585 
-0.72 -1.95595 
-0.68 -1.95317 
-0.64 -1.95021 
-0.6 -1.94712 
-0.56 -1.94395 
-0.52 -1.94075 
-0.48 -1.93757 
-0.44 -1.93444 
-0.4 -1.93143 
-0.36 -1.92856 
-0.32 -1.92589 
-0.28 -1.92343 
-0.24 -1.92124 
-0.2 -1.91933 
-0.16 -1.91774 
-0.12 -1.91648 
-0.08 -1.91556 
-0.04 -1.91501 
0 -1.91483 
0.04 -1.91501 
0.08 -1.91556 
0.12 -1.91648 
0.16 -1.91774 
0.2 -1.91933 
0.24 -1.92124 
0.28 -1.92343 
0.32 -1.92589 
0.36 -1.92856 
0.4 -1.93143 
0.44 -1.93444 
0.48 -1.93757 
0.52 -1.94075 
0.56 -1.94395 
0.6 -1.94712 
0.64 -1.95021 
0.68 -1.95317 
0.72 -1.95595 
0.76 -1.9585 
0.8 -1.96078 
0.84 -1.96275 
0.88 -1.96438 
0.92 -1.96562 
0.96 -1.96646 
1 -1.96688 


-1 -1.95979 
-0.96 -1.95928 
-0.92 -1.95827 
-0.88 -1.95677 
-0.84 -1.95481 
-0.8 -1.95243 
-0.76 -1.94968 
-0.72 -1.9466 
-0.68 -1.94324 
-0.64 -1.93967 
-0.6 -1.93594 
-0.56 -1.93211 
-0.52 -1.92824 
-0.48 -1.92439 
-0.44 -1.92061 
-0.4 -1.91697 
-0.36 -1.9135 
-0.32 -1.91026 
-0.28 -1.9073 
-0.24 -1.90464 
-0.2 -1.90233 
-0.16 -1.9004 
-0.12 -1.89888 
-0.08 -1.89777 
-0.04 -1.8971 
0 -1.89688 
0.04 -1.8971 
0.08 -1.89777 
0.12 -1.89888 
0.16 -1.9004 
0.2 -1.90233 
0.24 -1.90464 
0.28 -1.9073 
0.32 -1.91026 
0.36 -1.9135 
0.4 -1.91697 
0.44 -1.92061 
0.48 -1.92439 
0.52 -1.92824 
0.56 -1.93211 
0.6 -1.93594 
0.64 -1.93967 
0.68 -1.94324 
0.72 -1.9466 
